,v1 (price only),v4 (price+insider),momentum 20d,SPY buy & hold
2024-05-21,129101.54037918733,106481.29624420505,112082.00862504363,114659.4136585
2024-05-22,128651.57105768734,105292.96621570508,112378.12245020003,114330.1236585
2024-05-23,126709.14605768732,105936.33347964853,110044.43574682201,113496.9536585
2024-05-24,128342.05605768732,106942.01925414853,113072.760224822,114246.14365849999
2024-05-28,126364.71105768732,106006.72951464851,112941.71020532203,114325.7036585
2024-05-29,125097.65003913759,104917.53437989476,111444.60008761623,113527.89365849999
2024-05-30,125049.65365263759,105145.79848716894,111721.48748435166,112776.4936585
2024-05-31,126163.7164596376,104788.65337495948,110173.76821485166,113799.7236585
2024-06-03,124884.25657800822,104327.63579145947,109126.99573624053,113892.54365849998
2024-06-04,123716.05077800821,104612.07182345947,107705.75656319741,114020.7236585
2024-06-05,124927.24077800823,106543.37182345944,110501.62028519742,115371.0336585
2024-06-06,125871.89059150821,106926.14182345947,110057.7391521974,115368.82365850001
2024-06-07,125734.2247790082,106561.54177545945,108386.42579219742,115229.5936585
2024-06-10,125678.91477900822,107154.31540845949,109847.13224477656,115585.40365850001
2024-06-11,125271.32477900821,107473.74154295947,110440.18638777656,115861.65365850001
2024-06-12,126590.71799749833,107891.73268845947,112096.78903288084,116811.9536585
2024-06-13,126028.2562424983,107660.04846295947,111955.02334188086,117046.21365849998
2024-06-14,125484.49443452392,107214.25181645948,110351.94711558417,117116.9336585
2024-06-17,126092.06238802391,107798.13059395947,109804.65214013372,118047.3436585
2024-06-18,125860.41143902391,106763.8104956501,111412.03932313371,118345.6936585
2024-06-20,127350.85666270867,107813.51932365008,109530.24413413371,118025.2436585
2024-06-21,128276.81988770864,108804.11932365011,107894.689549559,117866.1236585
2024-06-24,128644.87857520866,109322.9493236501,106355.257354559,117483.79365849998
2024-06-25,128255.05801420865,108559.16764797174,106889.824753059,117936.8436585
2024-06-26,128200.11801420865,108529.49427347173,106120.66920607898,118082.7036585
2024-06-27,127915.24801420867,109251.85773347174,106254.060992079,118268.3436585
2024-06-28,128280.10557420865,109233.92409547174,106999.15072857898,117804.2436585
2024-07-01,127113.42938420863,107802.83459547177,106185.71709757898,118045.13365850001
2024-07-02,127283.71968270864,107816.92477297175,106263.817097579,118838.5236585
2024-07-03,127301.75476720864,107533.70278247175,106912.61976257898,119366.71365849998
2024-07-05,127827.15988520863,107792.31791197175,106606.04358029854,120054.0236585
2024-07-08,128419.22172520863,108374.81604197173,107885.53341129856,120191.04365849998
2024-07-09,127873.12713820864,108069.92262820806,107328.70672129856,120308.1736585
2024-07-10,128013.46228820863,108693.49407220808,107186.15195729856,121494.9436585
2024-07-11,129586.39943970864,110721.02309720806,105712.07179729857,120451.82365850001
2024-07-12,129868.36943970864,111499.79961970808,106387.84848729856,121209.8536585
2024-07-15,129097.49943970864,110239.32740070806,106757.82022579857,121541.3536585
2024-07-16,131497.85113970865,111575.26010570806,106853.49324579856,122259.6036585
2024-07-17,131482.205163722,109672.47017770808,103753.23654653764,120551.2736585
2024-07-18,130194.39283772203,108006.02881676832,103420.98835803762,119625.2836585
2024-07-19,131056.63818022201,107415.25604526831,102154.11929803762,118834.1036585
2024-07-22,131091.187675222,107653.23847426832,103549.56035803762,120056.23365849999
2024-07-23,130593.153271222,107285.51867726834,103178.46671003762,119868.38365850001
2024-07-24,129066.63120622201,105946.1586772683,100524.21723763894,117158.9236585
2024-07-25,129258.93635722202,104763.62197816803,99873.15214685461,116551.1736585
2024-07-26,131546.09233560177,101640.11367811127,101618.27623735458,117852.8636585
2024-07-29,131540.56401010175,101502.04744511127,101574.1077683546,117921.3736585
2024-07-30,132180.33401010177,100972.47566661128,102262.4715808546,117324.6736585
2024-07-31,134128.37721010175,102864.10449661128,102285.36158085459,119227.48365849999
2024-08-01,133241.82885091906,100815.02931261128,100783.5702688546,117543.46365849998
2024-08-02,129314.14080201637,97735.34413922628,99243.50719935459,115359.98365849999
2024-08-05,127514.59303666871,95535.94101472627,96722.10238659233,112009.6236585
2024-08-06,127944.48769566871,96022.00457522627,96855.05012809233,113039.4836585
2024-08-07,127038.10769566872,95167.98457522628,95410.33182309235,112285.8736585
2024-08-08,128335.0823478556,96396.49457522627,96545.09921797113,114873.7836585
2024-08-09,128273.1995078556,96518.03457522627,96619.17327297114,115379.8736585
2024-08-12,127925.73015885561,96308.45689222626,95360.24229797113,115439.54365849998
2024-08-13,129845.99387043738,97238.58641222627,96961.31164797112,117333.5136585
2024-08-14,130089.92190243737,97238.95641222627,97014.92610997111,117702.58365849999
2024-08-15,131662.50190243736,97588.34641222627,97987.45610997113,119715.89365849999
2024-08-16,132472.64851243736,97750.53641222625,98301.70887697111,119983.30365850001
2024-08-19,133386.55859581768,98045.09455472627,98654.19100147112,121125.8736585
2024-08-20,133446.4883953177,97660.54252172628,98764.41974847112,120929.1836585
2024-08-21,134020.71972931767,97918.33529272627,99261.26301597113,121344.6636585
2024-08-22,134178.84972931765,97456.9452927263,98927.1051059711,120394.3636585
2024-08-23,134865.72940931766,97433.90425453389,99847.22155397112,121671.7436585
2024-08-26,135469.89944131768,97962.09387053386,100181.1067529711,121382.23365849999
2024-08-27,135943.33168181765,98507.9901965339,100614.62433797112,121547.98365849999
2024-08-28,136192.82934381766,98592.38559603388,100132.79391247111,120842.9936585
2024-08-29,137185.20399231766,98907.35559603389,100658.08059247112,120854.04365849998
2024-08-30,137710.75399231765,99446.18559603389,101170.86059247112,122005.4536585
2024-09-03,137238.98424831766,98676.38559603388,100202.58903239408,119501.5236585
2024-09-04,138008.95989681766,98120.69231753389,99413.02506096687,119256.21365849998
2024-09-05,136587.46873081767,97815.07722703386,98857.64590496688,118968.9136585
2024-09-06,134370.19452351815,96280.95290453386,96923.4188676201,116971.07365850001
2024-09-09,134923.65520501812,96959.75290453386,97671.2833366201,118277.1836585
2024-09-10,135751.53876501814,97068.52109126277,97969.23138262008,118789.90365850001
2024-09-11,138536.19837776816,98056.40288726277,98681.89298762009,120005.40365850001
2024-09-12,138904.78248676815,98891.96324476277,99300.61123762008,121015.3736585
2024-09-13,139728.48183876814,99021.94560076277,100317.9456520571,121645.2236585
2024-09-16,140572.06709226815,99644.79560076277,100775.01882805709,121824.23365849999
2024-09-17,140176.25209226814,100481.90753531779,101095.36882805711,121872.8536585
2024-09-18,140685.95709226813,100456.91321031777,101220.10655205711,121512.6236585
2024-09-19,141676.90810776816,101630.36127308995,101815.78422080711,123581.1836585
2024-09-20,141953.80268426816,103300.03245858994,101716.8589423071,123369.0236585
2024-09-23,143428.14634826814,104803.89982528263,101911.22461494111,123676.21365849998
2024-09-24,143421.98134826816,104816.21231978261,101899.74872083729,124027.6036585
2024-09-25,142903.5631892681,105034.19231978263,103001.6724058373,123755.7736585
2024-09-26,144197.15081926814,106459.99231978261,103623.99030406174,124244.1836585
2024-09-27,143954.07672226813,107394.44653078262,102978.41358938409,124065.1736585
2024-09-30,144065.67189976815,106525.49441878262,102485.37205849198,124560.21365849998
2024-10-01,142783.44477976815,106267.88649460462,102794.16026928659,123448.58365849999
2024-10-02,143237.01477976816,105559.5486357701,102230.73352043495,123499.4136585
2024-10-03,143150.30477976814,105802.5084102701,103489.99865643494,123273.9936585
2024-10-04,144203.34713676813,107106.16560777009,105819.83945343495,124392.25365849999
2024-10-07,144048.50865669927,107344.19387470883,106564.76762219769,123269.57365850001
2024-10-08,144592.61999719925,107194.51815270883,106319.5062081977,124434.2436585
2024-10-09,145064.08999719925,108421.06815270883,105982.6839717813,125293.9336585
2024-10-10,144191.79685461576,108074.03815270882,106332.09125728131,125075.14365849999
2024-10-11,144109.45550961577,109041.0581527088,106473.6273667813,125822.1236585
2024-10-14,145080.79948311578,110012.21455270884,106634.00022578129,126847.56365849999
2024-10-15,143684.32430061576,108875.98177770885,104424.29685054063,125864.1136585
2024-10-16,143831.9761706158,109141.17375270884,106882.40720854062,126409.98365849999
2024-10-17,144584.39617061577,109296.43967020883,105212.48460854063,126421.0336585
2024-10-18,145269.30617061578,110710.88934470882,105648.94243854062,126907.23365849999
2024-10-21,144876.11423911576,110577.03873570883,105016.15485104063,126699.4936585
2024-10-22,143685.27514411576,110167.44073220884,104452.38753754062,126630.98365849999
2024-10-23,142293.2730436013,109668.18273320886,103327.40838454061,125477.3636585
2024-10-24,142832.2718036513,109860.28273320885,104574.71826093733,125746.98365849999
2024-10-25,141864.47600065125,109764.91273320882,104306.94636793733,125704.9936585
2024-10-28,143450.1502891513,110552.30273320884,105147.21419493732,126091.7436585
2024-10-29,143536.76579715128,110502.75412220885,106045.55279243733,126295.06365849999
2024-10-30,142050.3586746513,109890.67504270883,105757.71780171813,125914.9436585
2024-10-31,141347.43133038856,107956.93426503666,104216.76573022662,123453.00365849999
2024-11-01,141173.95308038854,106853.91818353666,104459.54079022662,123972.3536585
2024-11-04,141400.41908038856,106273.14010003666,103786.63079022661,123704.9436585
2024-11-05,142942.31049638853,107935.81808003665,106374.78644422661,125198.90365850001
2024-11-06,142950.21884938856,111917.91583116728,113446.25591070218,128303.9536585
2024-11-07,145113.55953212763,112265.33567316728,111651.15962970219,129291.82365850001
2024-11-08,144399.82425862763,114683.87630665526,112973.37125420218,129850.9536585
2024-11-11,144338.07628666813,115196.95397915834,114508.79316715918,129974.71365849998
2024-11-12,142420.94984566813,114613.28947882615,113606.12499265917,129572.4936585
2024-11-13,141956.90820905165,115110.78986656296,113990.1912688165,129634.3736585
2024-11-14,140610.36242905163,114086.24440156296,112796.55545394818,128803.4136585
2024-11-15,139359.26400364577,113573.60440156296,113046.01484694821,127156.96365849998
2024-11-18,140283.31773364576,114247.64440156295,112814.89415870127,127676.31365849999
2024-11-19,140683.998229174,114609.79440156298,113151.32115112187,128142.6236585
2024-11-20,140597.21900917403,114691.47751756296,113425.89146562187,128186.82365850001
2024-11-21,142664.51958384397,116382.84548006297,115220.35889462188,128871.9236585
2024-11-22,144044.49627384398,117362.61058306295,116574.78663362187,129271.9336585
2024-11-25,145901.33971134396,117721.72799656296,116855.39663362189,129709.5136585
2024-11-26,145596.78258634396,118532.45709806297,117625.59308377994,130383.56365849999
2024-11-27,146543.52643755707,117937.72943606297,117570.51237077996,129990.1836585
2024-11-29,146911.19776255707,118332.47256706296,118403.90614377995,130794.6236585
2024-12-02,145939.96729455708,117779.13570856296,117587.61641972286,131028.88365850001
2024-12-03,145664.57877155708,117036.29570856296,117974.08181016483,131090.7636585
2024-12-04,144976.0646615571,117420.58570856297,118379.10055109137,131901.8336585
2024-12-05,143302.1369470571,117762.35570856297,118704.27316609137,131685.25365849998
2024-12-06,142577.09089055707,117246.08015906296,120767.51956738468,131934.9836585
2024-12-09,142892.77241055708,116202.62806306296,119510.73384638179,131256.5136585
2024-12-10,142164.08839805707,116040.23460939882,118784.45953657797,130849.8736585
2024-12-11,141654.91811055705,115539.00544528008,119454.6453911742,131857.6336585
2024-12-12,140659.95001405705,115060.57369328008,119819.39927210734,131181.3736585
2024-12-13,140442.75020598562,114631.20342878008,120458.71164985733,131154.8536585
2024-12-16,139898.97081798562,114045.10084466636,118584.78504985734,131713.9836585
2024-12-17,138633.13111888542,113684.87109066636,118185.80448024778,131172.5336585
2024-12-18,134781.48261932094,109751.43026954833,113335.32113103673,127271.88365850001
2024-12-19,133406.00571332092,110417.38361409065,112871.7381733946,127234.31365849999
2024-12-20,135738.49950982092,111913.40270409064,115419.18140320119,128757.00365849999
2024-12-23,136201.10116982093,112010.63859909063,116443.05386438304,129526.08365849999
2024-12-24,137008.60459232092,112887.21153609063,118969.33799766404,130962.58365849999
2024-12-26,136919.5481223209,112623.97285509064,119538.99234166404,130971.4236585
2024-12-27,136192.38233832092,111713.36820709065,117674.38234166405,129596.80365850001
2024-12-30,134651.22014832092,110477.27287909064,115644.87780566403,128120.5236585
2024-12-31,135063.73744882093,111279.58287909065,114174.9420814361,127656.4236585
