,"3 folds (2022-24, as shipped)","6 folds (2019-24, extended)",SPY over 2022-24,SPY over 2019-24
2023-06-21,88012.93834473313,145866.15171607392,92917.4336585,188592.527125
2023-06-22,88298.94649023315,146528.81446707394,93251.14365849999,189272.027125
2023-06-23,87891.22827573316,145332.8730175739,92548.36365849999,187841.027125
2023-06-26,88220.03369323316,145517.9112395739,92172.6636585,187076.027125
2023-06-27,89375.24927964984,147233.47871238834,93180.4236585,189128.027125
2023-06-28,88968.33782264983,147101.51889338833,93226.83365849999,189222.527125
2023-06-29,89704.81029714983,147267.70346488833,93593.6936585,189969.527125
2023-06-30,90594.75029714985,148847.76547488832,94694.27365850001,192210.527125
2023-07-03,90737.59553314984,148823.10290688832,94802.56365849999,192431.027125
2023-07-05,90041.59864614983,148512.2817403883,94661.1236585,192143.027125
2023-07-06,89433.83574364983,147288.55176538834,93922.9836585,190640.027125
2023-07-07,89366.22777014981,146870.08657738834,93686.5136585,190158.527125
2023-07-10,90609.99998764982,148490.26526846545,93922.9836585,190640.027125
2023-07-11,90947.24708545183,148518.5884084655,94519.6836585,191855.027125
2023-07-12,91139.83088745186,149355.73990947875,95277.7136585,193398.527125
2023-07-13,91668.64388290636,150205.61616843328,96031.3236585,194933.027125
2023-07-14,92086.94534690636,151016.3477799333,95971.6536585,194811.527125
2023-07-17,92219.92073040636,151264.48557884546,96303.1536585,195486.527125
2023-07-18,91932.50073040636,151306.5628498455,97016.9836585,196940.027125
2023-07-19,91662.44721240636,151416.50616784548,97231.3536585,197376.527125
2023-07-20,91675.54233840632,151459.67834534548,96588.2436585,196067.027125
2023-07-21,91932.67659240635,151781.75366134546,96588.2436585,196067.027125
2023-07-24,91902.93124790635,151392.42388584546,97019.1936585,196944.527125
2023-07-25,91968.72248385951,151530.72309234546,97282.1836585,197480.027125
2023-07-26,91839.7224298595,151006.79005788764,97297.6536585,197511.527125
2023-07-27,90451.56796597273,149546.26719638763,96654.5436585,196202.027125
2023-07-28,90769.28621497273,149510.24271279213,97598.2136585,198123.527125
2023-07-31,90923.28010847271,149741.59641229213,97781.64365849999,198497.027125
2023-08-01,90817.77919797272,149307.02045029216,97503.1836585,197930.027125
2023-08-02,90097.0591979727,148109.4396782921,96150.6636585,195176.027125
2023-08-03,89609.71626560403,147878.97429501096,95876.6236585,194618.027125
2023-08-04,89230.05339460404,146359.02937101098,95445.6736585,193740.527125
2023-08-07,89840.42961810401,147850.29353636672,96274.4236585,195428.027125
2023-08-08,89387.42238364922,146863.5812668667,95858.9436585,194582.027125
2023-08-09,89759.48630894646,145713.3033608667,95220.2536585,193281.527125
2023-08-10,89487.70679594643,145866.12922145176,95253.4036585,193349.027125
2023-08-11,89230.44286544646,145215.7714814832,95198.1536585,193236.527125
2023-08-14,89547.39536044645,146593.48780898322,95721.9236585,194303.027125
2023-08-15,88853.02635094646,145395.65530048322,94610.2936585,192039.527125
2023-08-16,88625.89477344645,144028.59151837113,93918.56365849999,190631.027125
2023-08-17,87630.33559526919,142724.6872621356,93204.7336585,189177.527125
2023-08-18,87595.84204766699,142757.37381480797,93248.9336585,189267.527125
2023-08-21,87655.897886667,145152.09022324547,93854.4736585,190500.527125
2023-08-22,87689.42136877208,145166.06816724545,93600.3236585,189983.027125
2023-08-23,88459.12835327207,146941.14816724544,94641.2336585,192102.527125
2023-08-24,87640.82084427208,144223.12480324545,93332.9136585,189438.527125
2023-08-25,87907.20386577205,145201.630846563,93989.2836585,190775.027125
2023-08-28,88445.43506927206,146030.27310056303,94581.56365849999,191981.027125
2023-08-29,89472.46427177207,149102.62356769262,95945.1336585,194757.527125
2023-08-30,89710.44059277207,149577.7209816926,96338.5136585,195558.527125
2023-08-31,89528.11380177207,149792.34116719262,96199.2836585,195275.027125
2023-09-01,89601.01123427207,149327.3265391926,96378.2936585,195639.527125
2023-09-05,89106.99787327206,148704.97269569262,95962.81365849999,194793.527125
2023-09-06,88948.07726527208,148340.60933619263,95319.7036585,193484.027125
2023-09-07,88721.05469228761,148198.10004719265,95027.9836585,192890.027125
2023-09-08,88434.08183478762,148178.8900471926,95169.4236585,193178.027125
2023-09-11,88617.16396228761,149259.60479419262,95794.8536585,194451.527125
2023-09-12,88322.07411878763,148374.4474706926,95271.08365849999,193385.027125
2023-09-13,88042.84190978762,148031.1093845981,95381.58365849999,193610.027125
2023-09-14,88790.34873528761,149242.74093009817,96201.4936585,195279.527125
2023-09-15,88000.77263328763,147474.4409390981,95045.6636585,192926.027125
2023-09-18,87431.24675478763,147128.1094400981,95100.9136585,193038.527125
2023-09-19,87449.0679765123,146795.07417309814,94904.2236585,192638.027125
2023-09-20,86770.59095301232,145649.1423170981,94035.6936585,190869.527125
2023-09-21,85247.37468660035,142433.0313549052,92486.4836585,187715.027125
2023-09-22,85003.28351120529,142260.02572587677,92278.7436585,187292.027125
2023-09-25,85252.10125308971,142685.3556597799,92665.4936585,188079.527125
2023-09-26,84137.81320658972,140942.07905472882,91308.55365850001,185316.527125
2023-09-27,84163.84984153468,141594.75192437167,91346.1236585,185393.027125
2023-09-28,85034.0558500347,143308.10176887165,91872.1036585,186464.027125
2023-09-29,85032.94186561466,143221.75310812122,91651.1036585,186014.027125
2023-10-02,84800.14798809325,143440.8985819827,91613.5336585,185937.527125
2023-10-03,83308.34423409325,140740.16660104835,90391.4036585,183449.027125
2023-10-04,84434.07041409325,142654.67751704835,91047.77365850001,184785.527125
2023-10-05,84466.64152269324,142347.67075783177,91014.6236585,184718.027125
2023-10-06,84979.47220669324,143839.9025863318,92090.89365849999,186909.527125
2023-10-09,84986.6832660838,143462.41589769704,92678.7536585,188106.527125
2023-10-10,85767.21397448411,144724.67313469705,93158.3236585,189083.027125
2023-10-11,85668.25317298411,144770.49858119703,93538.4436585,189857.027125
2023-10-12,84985.34043711146,143088.15731226886,92970.4736585,188700.527125
2023-10-13,84437.17038448357,141265.40074726887,92508.58365849999,187760.027125
2023-10-16,85368.86849448358,142811.4732671858,93478.77365850001,189735.527125
2023-10-17,85501.97387898358,143197.2538601858,93474.3536585,189726.527125
2023-10-18,84201.79471648356,140222.30811805185,92234.5436585,187202.027125
2023-10-19,83676.17364008361,139529.4480455518,91425.6836585,185555.027125
2023-10-20,82701.32990216668,138119.99232826388,90307.4236585,183278.027125
2023-10-23,82539.95105255039,137290.86560121595,90150.5136585,182958.527125
2023-10-24,83341.80073655295,138584.79698521597,90828.9836585,184340.027125
2023-10-25,81898.87437221548,135165.08212820409,89529.5036585,181694.027125
2023-10-26,81474.19597005859,133609.18436167465,88459.86365849999,179516.027125
2023-10-27,80917.15427155861,133244.1330459081,88062.06365849999,178706.027125
2023-10-30,80893.3892320586,133986.33051364234,89109.6036585,180839.027125
2023-10-31,81519.22154929335,135214.70784114234,89668.7336585,181977.527125
2023-11-01,82912.59051207079,137320.48214614234,90621.2436585,183917.027125
2023-11-02,84803.90584452271,140257.72775964235,92351.6736585,187440.527125
2023-11-03,86113.69099642894,141951.8534983189,93191.4736585,189150.527125
2023-11-06,85894.27520142896,141914.27953231888,93403.6336585,189582.527125
2023-11-07,85544.18479392896,141843.4084218189,93668.83365849999,190122.527125
2023-11-08,85948.006607018,142024.4203078749,93737.34365849999,190262.027125
2023-11-09,85748.52280960226,140803.89309037488,93010.2536585,188781.527125
2023-11-10,86520.75692314967,142626.1976893749,94455.59365849999,191724.527125
2023-11-13,86641.82948814967,143407.6927783749,94367.1936585,191544.527125
2023-11-14,87949.88285814968,146475.61263391972,96190.4436585,195257.027125
2023-11-15,88159.03255114968,145968.77219006958,96393.7636585,195671.027125
2023-11-16,87209.63286464967,144397.7738775696,96510.89365849999,195909.527125
2023-11-17,87941.01104764968,145401.51329506963,96630.2336585,196152.527125
2023-11-20,88138.10105214971,146268.91049306962,97372.7936585,197664.527125
2023-11-21,88093.79681864966,146102.2783685696,97160.6336585,197232.527125
2023-11-22,88396.23283914967,146347.8833975696,97534.1236585,197993.027125
2023-11-24,88618.07108914969,146599.12549056957,97593.7936585,198114.527125
2023-11-27,88517.69007914967,146286.39600306956,97419.2036585,197759.027125
2023-11-28,88187.73068214969,146262.02376456957,97516.4436585,197957.027125
2023-11-29,88149.94598264966,145581.25986706957,97447.9336585,197817.527125
2023-11-30,88907.19658314966,146161.7214850696,97830.2636585,198596.027125
2023-12-01,89692.46052414968,146824.59228506958,98407.0736585,199770.527125
2023-12-04,89361.62175214967,146182.02461608694,97892.14365849999,198722.027125
2023-12-05,88690.14179385384,144934.7651884356,97872.2536585,198681.527125
2023-12-06,88311.83294235384,143510.8084024356,97478.8736585,197880.527125
2023-12-07,88361.2425593205,144116.41174058855,98221.4336585,199392.527125
2023-12-08,88831.36310875806,144440.54269408854,98641.33365849999,200247.527125
2023-12-11,89470.44982175805,145056.27775008857,99023.6636585,201026.027125
2023-12-12,89890.78836875805,145138.01415408857,99474.5036585,201944.027125
2023-12-13,90514.9833007093,145647.59530808855,100842.4936585,204729.527125
2023-12-14,90026.65402170927,145785.25207758855,101165.1536585,205386.527125
2023-12-15,89864.2300789936,145605.57445058855,100999.4036585,205049.027125
2023-12-18,90551.4671414936,147184.45956208854,101565.1636585,206201.027125
2023-12-19,91063.5565054936,148083.27521308852,102179.5436585,207452.027125
2023-12-20,90179.76143849362,146967.70248858852,100769.56365849999,204581.027125
2023-12-21,91108.81761149358,147996.44673908854,101722.0736585,206520.527125
2023-12-22,91381.92498549359,148241.79272208852,101925.39365849999,206934.527125
2023-12-26,91672.9862189936,148555.3086685885,102354.1336585,207807.527125
2023-12-27,91883.9000394936,148945.79181458856,102539.77365850001,208185.527125
2023-12-28,91895.58821049359,149133.16723508853,102577.34365849999,208262.027125
2023-12-29,91631.3705179936,149010.19655508854,102281.2036585,207659.027125
2024-01-02,91270.88722949357,148112.74077408854,101711.02365850001,206498.027125
2024-01-03,90371.47683504445,147687.0397240885,100882.27365850001,204810.527125
2024-01-04,90321.32533454444,146764.31936108854,100559.61365849999,204153.527125
2024-01-05,90586.64420454446,146442.29266308853,100696.6336585,204432.527125
2024-01-08,91458.21702904443,148191.26413508854,102128.7136585,207348.527125
2024-01-09,92008.05113198311,147733.09913158856,101974.0136585,207033.527125
2024-01-10,92043.02759093311,148183.55635038693,102548.61365849999,208203.527125
2024-01-11,92065.09140736489,148285.13308633855,102504.4136585,208113.527125
2024-01-12,91703.08420049862,148725.51010383858,102575.1336585,208257.527125
2024-01-16,91249.58917972454,149108.85575883856,102199.4336585,207492.527125
2024-01-17,90602.28915472455,148468.28432883855,101633.6736585,206340.527125
2024-01-18,90782.13517972454,149538.38839888427,102535.3536585,208176.527125
2024-01-19,91171.15627550674,150931.07126047913,103808.31365849999,210768.527125
2024-01-22,91619.47422850675,151076.74656297915,104027.1036585,211214.027125
2024-01-23,91707.54876650675,151896.32731047916,104329.8736585,211830.527125
2024-01-24,91674.71516300674,152627.67947116977,104442.58365849999,212060.027125
2024-01-25,92558.10061897343,153284.23125619287,105010.55365850001,213216.527125
2024-01-26,92998.70628947344,153863.18776519285,104877.9536585,212946.527125
2024-01-29,93193.41903147344,154794.88744769283,105704.4936585,214629.527125
2024-01-30,93462.75562547344,155177.97473469283,105622.7236585,214463.027125
2024-01-31,93244.94094247343,155248.24491119283,103905.55365850001,210966.527125
2024-02-01,94097.52559097344,157078.65971158078,105260.2836585,213725.027125
2024-02-02,93734.37128147343,157742.85935887738,106365.2836585,215975.027125
2024-02-05,93294.94526997345,157345.2339204099,105978.5336585,215187.527125
2024-02-06,93890.72987147346,158348.91595690986,106285.7236585,215813.027125
2024-02-07,94018.66778697343,159713.150129204,107169.7236585,217613.027125
2024-02-08,94028.76385847344,158988.26527470403,107218.34365849999,217712.027125
2024-02-09,94201.20732447343,159383.42035909992,107834.9336585,218967.527125
2024-02-12,95092.74949197343,159892.50151895353,107788.52365850001,218873.027125
2024-02-13,94030.51992497346,158681.5983044536,106307.8236585,215858.027125
2024-02-14,94577.94423647344,160333.17372445358,107271.3836585,217820.027125
2024-02-15,96032.67360293964,161388.74513219792,108009.52365850001,219323.027125
2024-02-16,95598.39027193966,160251.59772638915,107472.4936585,218229.527125
2024-02-20,95493.75511893963,159220.08615593624,106882.4236585,217028.027125
2024-02-21,95065.30049543965,159234.38663843623,106979.6636585,217226.027125
2024-02-22,96012.11180743964,162170.31285230286,109187.4536585,221721.527125
2024-02-23,96174.79330243963,163408.94013830286,109262.59365849999,221874.527125
2024-02-26,95726.85285443965,164375.80253113917,108862.58365849999,221060.027125
2024-02-27,96345.8306475919,164206.6999771392,109063.6936585,221469.527125
2024-02-28,96096.68084459189,164187.4079196392,108920.0436585,221177.027125
2024-02-29,96393.9489260919,165495.23187213918,109311.2136585,221973.527125
2024-03-01,96833.80186909187,166422.10096815365,110334.4436585,224057.027125
2024-03-04,97328.12948275916,166825.09305579477,110217.31365849999,223818.527125
2024-03-05,96950.99387201529,164469.5497987948,109118.9436585,221582.027125
2024-03-06,97600.89664751531,165301.09600532008,109669.2336585,222702.527125
2024-03-07,98130.3395725153,166415.1147588201,110754.34365849999,224912.027125
2024-03-08,98639.23041951528,166960.6514358201,110091.34365849999,223562.027125
2024-03-11,99008.25309451531,167038.0145033201,109998.52365850001,223373.027125
2024-03-12,99355.3345380153,167749.07439982006,111176.4536585,225771.527125
2024-03-13,99543.83952035558,167867.2485908201,111004.0736585,225420.527125
2024-03-14,98666.00954935559,166252.6919038201,110785.2836585,224975.027125
2024-03-15,98854.78382435559,165266.84956332005,110027.2536585,223431.527125
2024-03-18,99086.1514368556,165881.29274782006,110679.2036585,224759.027125
2024-03-19,99789.9263528556,166037.04597707008,111291.3736585,226005.527125
2024-03-20,100679.4747214959,168028.30962357007,112319.02365850001,228098.027125
2024-03-21,101377.2602824959,168981.48891157002,112688.09365849999,228849.527125
2024-03-22,100955.4994734959,168391.46671257008,112475.9336585,228417.527125
2024-03-25,100860.21120599589,167761.29348007002,112164.3236585,227783.027125
2024-03-26,100253.7509679959,167128.45348007008,111958.7936585,227364.527125
2024-03-27,102197.59609649586,169984.21769207006,112895.83365849999,229272.527125
2024-03-28,102943.25522999589,170036.39441857004,112875.9436585,229232.027125
2024-04-01,102965.6395602918,169861.30791506317,112679.2536585,228831.527125
2024-04-02,101520.74439879181,168121.5441775632,111965.4236585,227378.027125
2024-04-03,101688.18416255199,167925.09703461305,112086.9736585,227625.527125
2024-04-04,101291.69463205198,167048.09395711301,110723.4036585,224849.027125
2024-04-05,101773.81383405198,169075.99025361307,111877.02365850001,227198.027125
2024-04-08,102384.17161305199,169356.32594711304,111938.9036585,227324.027125
2024-04-09,103406.47021164937,169417.81476908544,112069.2936585,227589.527125
2024-04-10,102091.15358564934,168396.31115508545,110948.8236585,225308.027125
2024-04-11,102227.52404164933,169962.31115508545,111784.2036585,227009.027125
2024-04-12,100404.1992942534,167392.81234351406,110246.0436585,223877.027125
2024-04-15,99659.96988812608,165619.33889701412,108869.2136585,221073.527125
2024-04-16,98744.1642606261,164421.0264094125,108670.31365849999,220668.527125
2024-04-17,98304.744143196,163703.28824983217,108029.4136585,219363.527125
2024-04-18,98170.243173196,163518.01223135384,107808.4136585,218913.527125
2024-04-19,98135.73769187598,163292.5552380045,106869.1636585,217001.027125
2024-04-22,98792.68171237598,164901.9008170045,107850.4036585,218999.027125
2024-04-23,100104.49045137595,167796.42081700452,109127.7836585,221600.027125
2024-04-24,100371.98506837596,167827.1121935045,109074.7436585,221492.027125
2024-04-25,99361.71651614083,166534.50336350454,108661.4736585,220650.527125
2024-04-26,99128.91217047069,167445.52099291398,109689.1236585,222743.027125
2024-04-29,99834.91969977277,167981.68537291398,110075.8736585,223530.527125
2024-04-30,98172.96888992703,166027.73816668836,108336.6036585,219989.027125
2024-05-01,98472.66327342704,166190.2416946884,107987.4236585,219278.027125
2024-05-02,99617.04457542705,167676.70169642052,108992.9736585,221325.527125
2024-05-03,100276.37139464737,169110.69509117052,110341.0736585,224070.527125
2024-05-06,100932.55889862435,170606.3441017892,111477.0136585,226383.527125
2024-05-07,101433.67080762435,170919.2327807892,111598.56365849999,226631.027125
2024-05-08,101407.27689361565,170995.7127807892,111609.61365849999,226653.527125
2024-05-09,102030.20745561563,171809.4875257892,112250.5136585,227958.527125
2024-05-10,102280.55907211562,171763.67251928922,112396.3736585,228255.527125
2024-05-13,102478.47037754036,171249.44677978917,112409.6336585,228282.527125
2024-05-14,102839.53290254036,172315.06202278924,112924.56365849999,229331.027125
2024-05-15,103177.17575254037,173972.72858122308,114319.07365850001,232170.527125
2024-05-16,102936.23430055547,173882.97161368284,114084.81365849999,231693.527125
2024-05-17,103203.31354655548,174502.1636551828,114248.3536585,232026.527125
2024-05-20,102939.50872205549,174058.2357056828,114378.7436585,232292.027125
2024-05-21,102683.35798215696,174368.3318556053,114659.4136585,232863.527125
2024-05-22,102037.28871015698,173155.03809925838,114330.1236585,232193.027125
2024-05-23,101281.02265015699,171582.7445897584,113496.9536585,230496.527125
2024-05-24,102120.0905708796,172850.93688500836,114246.14365849999,232022.027125
2024-05-28,100995.60657787959,171754.9377395084,114325.7036585,232184.027125
2024-05-29,99705.24862312111,169443.44018750836,113527.89365849999,230559.527125
2024-05-30,100439.39885362111,169612.55384500843,112776.4936585,229029.527125
2024-05-31,100960.16054767232,170563.02607850835,113799.7236585,231113.027125
2024-06-03,100096.9139597103,169811.60790266347,113892.54365849998,231302.027125
2024-06-04,99734.75874871033,169129.019394531,114020.7236585,231563.027125
2024-06-05,100677.41374871033,171086.19280953106,115371.0336585,234312.527125
2024-06-06,101079.45991971031,170977.14141653106,115368.82365850001,234308.027125
2024-06-07,100723.43639521033,170729.28136303104,115229.5936585,234024.52712500002
2024-06-10,101246.7395537103,171875.1133070655,115585.40365850001,234749.02712500002
2024-06-11,101345.87825921032,171307.68149674847,115861.65365850001,235311.52712500002
2024-06-12,102398.26519166061,172652.63858424846,116811.9536585,237246.527125
2024-06-13,101584.73761516059,172223.59898174848,117046.21365849998,237723.52712499996
2024-06-14,101300.47256865437,170849.9762517485,117116.9336585,237867.527125
2024-06-17,101717.36081165436,173121.0899397485,118047.3436585,239762.02712500002
2024-06-18,101215.50826508674,173476.42118424847,118345.6936585,240369.52712499996
2024-06-20,101770.68588003507,174165.70818324847,118025.2436585,239717.027125
2024-06-21,102380.8172175351,174446.14410217782,117866.1236585,239393.027125
2024-06-24,102896.99285503509,175079.18674767777,117483.79365849998,238614.527125
2024-06-25,102526.0992316383,174655.96059367774,117936.8436585,239537.02712500002
2024-06-26,102353.30285613827,174305.20390317772,118082.7036585,239834.027125
2024-06-27,102271.76561963829,174780.5750281778,118268.3436585,240212.02712500002
2024-06-28,102138.3150239739,173799.58289767776,117804.2436585,239267.027125
2024-07-01,101027.15051697388,173160.28264517774,118045.13365850001,239757.52712500002
2024-07-02,100924.94450097388,173511.03297317776,118838.5236585,241373.02712499996
2024-07-03,100785.38602597389,174021.8323651778,119366.71365849998,242448.52712499996
2024-07-05,100844.71473000855,174608.99840237777,120054.0236585,243848.02712499996
2024-07-08,101390.82691400855,174927.44535887774,120191.04365849998,244127.027125
2024-07-09,101089.01267605353,174307.8398377394,120308.1736585,244365.52712500002
2024-07-10,101825.93722355356,175033.17177523935,121494.9436585,246782.02712499996
2024-07-11,103005.34382855354,175341.77974373935,120451.82365850001,244658.027125
2024-07-12,103880.49089190386,176182.67132973936,121209.8536585,246201.527125
2024-07-15,103960.75916090384,176599.76294023934,121541.3536585,246876.527125
2024-07-16,105725.47534490383,178108.21639421035,122259.6036585,248339.027125
2024-07-17,105659.74088990384,177731.1618342104,120551.2736585,244860.52712499996
2024-07-18,104781.9185074076,175255.00283641493,119625.2836585,242975.027125
2024-07-19,104424.84150590759,175110.2224069149,118834.1036585,241364.027125
2024-07-22,104589.06752140762,175785.7228384149,120056.23365849999,243852.52712499996
2024-07-23,103830.96595590758,175285.72597291492,119868.38365850001,243470.02712500002
2024-07-24,102334.45429262824,172936.2184999149,117158.9236585,237953.02712500002
2024-07-25,101512.52885514936,171003.43104216168,116551.1736585,236715.52712500002
2024-07-26,102885.39052038809,172617.5096206617,117852.8636585,239366.02712500002
2024-07-29,103309.9015498881,173108.2188956617,117921.3736585,239505.527125
2024-07-30,103525.9533348881,171995.10121616168,117324.6736585,238290.52712500002
2024-07-31,103808.39979327774,173985.017401635,119227.48365849999,242165.02712499996
2024-08-01,102193.08068498445,171552.69017519627,117543.46365849998,238736.02712499996
2024-08-02,99827.97422757179,166886.70283649192,115359.98365849999,234290.02712499996
2024-08-05,98526.50192627663,164514.31323999367,112009.6236585,227468.027125
2024-08-06,99356.00789827661,166072.64779649372,113039.4836585,229565.027125
2024-08-07,98764.01762035662,166477.92426163369,112285.8736585,228030.527125
2024-08-08,100152.95025528518,169716.92539843687,114873.7836585,233300.027125
2024-08-09,99922.19830628517,170745.4912309369,115379.8736585,234330.527125
2024-08-12,99533.7789604961,169720.02083443687,115439.54365849998,234452.027125
2024-08-13,100351.82671881298,171235.29038456245,117333.5136585,238308.527125
2024-08-14,100779.90628031298,171360.40806756244,117702.58365849999,239060.027125
2024-08-15,102123.4995961344,174114.99908256246,119715.89365849999,243159.527125
2024-08-16,102545.34101613439,174388.67877456243,119983.30365850001,243704.027125
2024-08-19,103296.96162318959,174749.43326056242,121125.8736585,246030.527125
2024-08-20,102993.84188768962,174739.93614706246,120929.1836585,245630.027125
2024-08-21,103475.80554318958,175660.2816200624,121344.6636585,246476.027125
2024-08-22,103509.72610318963,175572.79898756242,120394.3636585,244541.02712500002
2024-08-23,104323.88475068957,177247.2342965624,121671.7436585,247142.027125
2024-08-26,104581.7447921896,177295.63671256244,121382.23365849999,246552.52712499996
2024-08-27,104714.2816656896,178205.34402406242,121547.98365849999,246890.02712499996
2024-08-28,104590.17353318959,177740.57737206243,120842.9936585,245454.527125
2024-08-29,104720.84735668958,177674.89303814698,120854.04365849998,245477.027125
2024-08-30,105221.1680741896,179321.06182714697,122005.4536585,247821.527125
2024-09-03,104295.0460146896,176329.47144697024,119501.5236585,242723.02712499996
2024-09-04,104216.07189068958,176436.58959847022,119256.21365849998,242223.52712499996
2024-09-05,103774.12740168959,176289.25894147024,118968.9136585,241638.527125
2024-09-06,102392.37567783115,173197.4470710372,116971.07365850001,237570.527125
2024-09-09,102800.27852733116,174685.98034853724,118277.1836585,240230.027125
2024-09-10,102870.32098133117,175092.56511553723,118789.90365850001,241274.02712500002
2024-09-11,103679.5441081505,178094.38708453724,120005.40365850001,243749.02712500002
2024-09-12,104384.31199915046,178754.5149420372,121015.3736585,245805.527125
2024-09-13,105315.24855515047,180822.1286104374,121645.2236585,247088.027125
2024-09-16,106371.5126474014,181700.48120243737,121824.23365849999,247452.52712499996
2024-09-17,106622.46596190135,182204.52916093735,121872.8536585,247551.527125
2024-09-18,106850.19564046453,181955.27973729436,121512.6236585,246818.027125
2024-09-19,107146.1839824645,182901.0981123225,123581.1836585,251030.027125
2024-09-20,107040.8955104645,182698.5246213488,123369.0236585,250598.02712499996
2024-09-23,107903.15841746451,183960.32539284878,123676.21365849998,251223.52712499996
2024-09-24,107733.71997796452,183676.19331784878,124027.6036585,251939.027125
2024-09-25,107345.23596736451,183166.07684744877,123755.7736585,251385.52712499996
2024-09-26,107848.70318186449,181832.84914489643,124244.1836585,252380.027125
2024-09-27,108248.48895886449,181861.22290439642,124065.1736585,252015.52712500002
2024-09-30,108290.1055953645,183150.93371239648,124560.21365849998,253023.52712499996
2024-10-01,108017.13681644817,182655.10937039636,123448.58365849999,250760.027125
2024-10-02,108156.27145065975,183238.13245939644,123499.4136585,250863.527125
2024-10-03,107860.95551615975,183168.14579839644,123273.9936585,250404.527125
2024-10-04,108957.69488515974,183611.22441139643,124392.25365849999,252681.52712499996
2024-10-07,108612.21476870516,182140.29046272486,123269.57365850001,250395.527125
2024-10-08,109163.17649370518,183337.0799422249,124434.2436585,252767.027125
2024-10-09,109892.12308870518,184664.14594965542,125293.9336585,254517.527125
2024-10-10,109494.72605402725,183873.42142895062,125075.14365849999,254072.027125
2024-10-11,109803.13337734288,185147.5153018644,125822.1236585,255593.027125
2024-10-14,109956.35392634287,186383.83706186444,126847.56365849999,257681.027125
2024-10-15,108570.02426784289,185374.18725336442,125864.1136585,255678.52712500002
2024-10-16,109573.69494034287,185551.2056133644,126409.98365849999,256790.02712499996
2024-10-17,109879.83332434286,186212.8785133644,126421.0336585,256812.527125
2024-10-18,110673.32049784288,187064.8428613644,126907.23365849999,257802.52712499996
2024-10-21,109922.70404934286,185944.88310836445,126699.4936585,257379.527125
2024-10-22,109513.75582297622,185417.08478086442,126630.98365849999,257240.02712499996
2024-10-23,108339.53189322623,183854.5249333644,125477.3636585,254891.02712500002
2024-10-24,108643.95735572622,183223.0490143254,125746.98365849999,255440.02712499996
2024-10-25,107743.30959660865,182869.3932118254,125704.9936585,255354.527125
2024-10-28,109000.43513638669,183978.48555932543,126091.7436585,256142.027125
2024-10-29,108805.6485898867,183967.20509332544,126295.06365849999,256556.027125
2024-10-30,108035.15084638668,182607.54812582536,125914.9436585,255782.02712499996
2024-10-31,107645.30352188669,181640.1587883254,123453.00365849999,250769.02712499996
2024-11-01,107354.7500005952,181362.01801282534,123972.3536585,251826.527125
2024-11-04,107223.2160785952,180839.9726368254,123704.9436585,251282.02712499996
2024-11-05,108758.8946075952,183151.7040998254,125198.90365850001,254324.02712500002
2024-11-06,110608.6216987921,183988.3560886647,128303.9536585,260646.527125
2024-11-07,111474.99948029211,184283.85240306982,129291.82365850001,262658.027125
2024-11-08,112158.49697616034,184412.79632406984,129850.9536585,263796.527125
2024-11-11,112011.87435855088,183370.16002172546,129974.71365849998,264048.527125
2024-11-12,110950.87592486756,182826.57225572542,129572.4936585,263229.527125
2024-11-13,111012.33809871634,183326.73709222546,129634.3736585,263355.527125
2024-11-14,110942.66534171635,182517.30909622545,128803.4136585,261663.527125
2024-11-15,109803.38361415407,179932.21165263827,127156.96365849998,258311.02712499996
2024-11-18,110592.58849065407,180362.3927010636,127676.31365849999,259368.527125
2024-11-19,110261.74044665406,180764.20935406358,128142.6236585,260318.027125
2024-11-20,110479.24139891581,181211.9767695636,128186.82365850001,260408.027125
2024-11-21,111838.95394541581,182756.07284600727,128871.9236585,261803.02712500002
2024-11-22,112503.17228541581,183670.64377150725,129271.9336585,262617.527125
2024-11-25,113638.41057441582,184725.95225950726,129709.5136585,263508.527125
2024-11-26,112910.41718341582,184533.70743600727,130383.56365849999,264881.027125
2024-11-27,113098.05781391579,184752.7942365225,129990.1836585,264080.027125
2024-11-29,113945.53663741582,185320.51891902252,130794.6236585,265718.027125
2024-12-02,114138.50652114867,185248.45345702674,131028.88365850001,266195.027125
2024-12-03,114096.21968414867,185937.04708852674,131090.7636585,266321.027125
2024-12-04,113614.01269514867,185924.24845302675,131901.8336585,267972.527125
2024-12-05,113388.36703964867,185564.14495052677,131685.25365849998,267531.527125
2024-12-06,113020.7401322225,185743.60074652673,131934.9836585,268040.027125
2024-12-09,113210.5838734147,185244.73624677444,131256.5136585,266658.527125
2024-12-10,112319.6896960859,184225.6627012744,130849.8736585,265830.527125
2024-12-11,112220.34624508591,184452.17220569096,131857.6336585,267882.527125
2024-12-12,111502.0911980859,183535.53515740167,131181.3736585,266505.527125
2024-12-13,110916.67550481355,183077.285604835,131154.8536585,266451.527125
2024-12-16,110191.15582731357,181657.2916507533,131713.9836585,267590.027125
2024-12-17,109730.26508434775,180978.37314117933,131172.5336585,266487.527125
2024-12-18,106731.5810515649,176908.63319155376,127271.88365850001,258545.02712500002
2024-12-19,106446.39081686555,176951.85738879282,127234.31365849999,258468.527125
2024-12-20,107941.18147836553,179322.25795111893,128757.00365849999,261569.02712499996
2024-12-23,108230.21974486552,179726.00244261895,129526.08365849999,263135.027125
